CODGEO;LIBGEO;DCLT;L_DCLT;NBFLUX_C14_ACTOCC15P
78005;Achères;95127;Cergy;191
78005;Achères;95572;Saint-Ouen-l'Aumône;140
78015;Andrésy;75108;Paris 8e  Arrondissement;179
78015;Andrésy;75109;Paris 9e  Arrondissement;139
78015;Andrésy;75116;Paris 16e  Arrondissement;103
78015;Andrésy;78172;Conflans-Sainte-Honorine;289
78015;Andrésy;78498;Poissy;260
78015;Andrésy;78551;Saint-Germain-en-Laye;140
78015;Andrésy;92026;Courbevoie;180
78015;Andrésy;92050;Nanterre;150
78015;Andrésy;92062;Puteaux;178
78015;Andrésy;95127;Cergy;164
78015;Andrésy;95572;Saint-Ouen-l'Aumône;103
78029;Aubergenville;78217;Épône;101
78029;Aubergenville;78238;Flins-sur-Seine;246
78029;Aubergenville;78361;Mantes-la-Jolie;171
78029;Aubergenville;78440;Les Mureaux;309
78029;Aubergenville;78498;Poissy;222
78048;Bazainville;78490;Plaisir;103
78062;Beynes;78297;Guyancourt;130
78062;Beynes;78423;Montigny-le-Bretonneux;115
78062;Beynes;78490;Plaisir;290
78062;Beynes;78621;Trappes;135
78062;Beynes;78646;Versailles;200
78073;Bois-d'Arcy;78158;Le Chesnay;196
78073;Bois-d'Arcy;78208;Élancourt;137
78073;Bois-d'Arcy;78297;Guyancourt;421
78073;Bois-d'Arcy;78423;Montigny-le-Bretonneux;390
78073;Bois-d'Arcy;78490;Plaisir;162
78073;Bois-d'Arcy;78621;Trappes;197
78073;Bois-d'Arcy;78640;Vélizy-Villacoublay;186
78073;Bois-d'Arcy;78646;Versailles;565
78073;Bois-d'Arcy;92012;Boulogne-Billancourt;141
78089;Bonnières-sur-Seine;78361;Mantes-la-Jolie;275
78092;Bougival;75108;Paris 8e  Arrondissement;128
78092;Bougival;92026;Courbevoie;136
78092;Bougival;92050;Nanterre;186
78092;Bougival;92062;Puteaux;165
78092;Bougival;92063;Rueil-Malmaison;264
78117;Buc;78297;Guyancourt;142
78117;Buc;78640;Vélizy-Villacoublay;132
78117;Buc;78646;Versailles;313
78118;Buchelay;78361;Mantes-la-Jolie;139
78123;Carrières-sous-Poissy;75108;Paris 8e  Arrondissement;170
78123;Carrières-sous-Poissy;75109;Paris 9e  Arrondissement;117
78123;Carrières-sous-Poissy;75117;Paris 17e  Arrondissement;114
78123;Carrières-sous-Poissy;78133;Chambourcy;179
78123;Carrières-sous-Poissy;78498;Poissy;720
78123;Carrières-sous-Poissy;78551;Saint-Germain-en-Laye;381
78123;Carrières-sous-Poissy;78646;Versailles;178
78123;Carrières-sous-Poissy;92026;Courbevoie;181
78123;Carrières-sous-Poissy;92050;Nanterre;253
78123;Carrières-sous-Poissy;92062;Puteaux;156
78124;Carrières-sur-Seine;75108;Paris 8e  Arrondissement;244
78124;Carrières-sur-Seine;75109;Paris 9e  Arrondissement;171
78124;Carrières-sur-Seine;75115;Paris 15e  Arrondissement;151
78124;Carrières-sur-Seine;75116;Paris 16e  Arrondissement;119
78124;Carrières-sur-Seine;75117;Paris 17e  Arrondissement;108
78124;Carrières-sur-Seine;78146;Chatou;158
78124;Carrières-sur-Seine;78311;Houilles;163
78124;Carrières-sur-Seine;78586;Sartrouville;106
78124;Carrières-sur-Seine;92012;Boulogne-Billancourt;116
78124;Carrières-sur-Seine;92025;Colombes;119
78124;Carrières-sur-Seine;92026;Courbevoie;356
78124;Carrières-sur-Seine;92050;Nanterre;404
78124;Carrières-sur-Seine;92062;Puteaux;235
78124;Carrières-sur-Seine;92063;Rueil-Malmaison;271
78124;Carrières-sur-Seine;92073;Suresnes;113
78126;La Celle-Saint-Cloud;75108;Paris 8e  Arrondissement;313
78126;La Celle-Saint-Cloud;75109;Paris 9e  Arrondissement;139
78126;La Celle-Saint-Cloud;75115;Paris 15e  Arrondissement;182
78126;La Celle-Saint-Cloud;75116;Paris 16e  Arrondissement;255
78126;La Celle-Saint-Cloud;75117;Paris 17e  Arrondissement;185
78126;La Celle-Saint-Cloud;78158;Le Chesnay;320
78126;La Celle-Saint-Cloud;78297;Guyancourt;107
78126;La Celle-Saint-Cloud;78646;Versailles;372
78126;La Celle-Saint-Cloud;92012;Boulogne-Billancourt;260
78126;La Celle-Saint-Cloud;92026;Courbevoie;203
78126;La Celle-Saint-Cloud;92033;Garches;102
78126;La Celle-Saint-Cloud;92050;Nanterre;264
78126;La Celle-Saint-Cloud;92051;Neuilly-sur-Seine;131
78126;La Celle-Saint-Cloud;92062;Puteaux;273
78126;La Celle-Saint-Cloud;92063;Rueil-Malmaison;356
78126;La Celle-Saint-Cloud;92064;Saint-Cloud;116
78126;La Celle-Saint-Cloud;92073;Suresnes;129
78126;La Celle-Saint-Cloud;92076;Vaucresson;117
78133;Chambourcy;78498;Poissy;159
78133;Chambourcy;78551;Saint-Germain-en-Laye;195
78138;Chanteloup-les-Vignes;78123;Carrières-sous-Poissy;108
78138;Chanteloup-les-Vignes;78172;Conflans-Sainte-Honorine;157
78138;Chanteloup-les-Vignes;78498;Poissy;275
78138;Chanteloup-les-Vignes;78646;Versailles;108
78138;Chanteloup-les-Vignes;95127;Cergy;108
78146;Chatou;75101;Paris 1er Arrondissement;131
78146;Chatou;75102;Paris 2e  Arrondissement;121
78146;Chatou;75107;Paris 7e  Arrondissement;133
78146;Chatou;75108;Paris 8e  Arrondissement;524
78146;Chatou;75109;Paris 9e  Arrondissement;354
78146;Chatou;75110;Paris 10e  Arrondissement;136
78146;Chatou;75112;Paris 12e  Arrondissement;144
78146;Chatou;75113;Paris 13e  Arrondissement;207
78146;Chatou;75114;Paris 14e  Arrondissement;125
78146;Chatou;75115;Paris 15e  Arrondissement;223
78146;Chatou;75116;Paris 16e  Arrondissement;325
78146;Chatou;75117;Paris 17e  Arrondissement;199
78146;Chatou;78124;Carrières-sur-Seine;128
78146;Chatou;78190;Croissy-sur-Seine;140
78146;Chatou;78418;Montesson;233
78146;Chatou;78551;Saint-Germain-en-Laye;283
78146;Chatou;78640;Vélizy-Villacoublay;106
78146;Chatou;78646;Versailles;117
78146;Chatou;78650;Le Vésinet;324
78146;Chatou;92012;Boulogne-Billancourt;227
78146;Chatou;92024;Clichy;101
78146;Chatou;92025;Colombes;123
78146;Chatou;92026;Courbevoie;555
78146;Chatou;92036;Gennevilliers;110
78146;Chatou;92040;Issy-les-Moulineaux;123
78146;Chatou;92044;Levallois-Perret;193
78146;Chatou;92050;Nanterre;898
78146;Chatou;92051;Neuilly-sur-Seine;230
78146;Chatou;92062;Puteaux;597
78146;Chatou;92063;Rueil-Malmaison;976
78146;Chatou;92073;Suresnes;149
78146;Chatou;93066;Saint-Denis;159
78158;Le Chesnay;75108;Paris 8e  Arrondissement;382
78158;Le Chesnay;75109;Paris 9e  Arrondissement;158
78158;Le Chesnay;75115;Paris 15e  Arrondissement;207
78158;Le Chesnay;75116;Paris 16e  Arrondissement;184
78158;Le Chesnay;75117;Paris 17e  Arrondissement;129
78158;Le Chesnay;78126;La Celle-Saint-Cloud;114
78158;Le Chesnay;78297;Guyancourt;347
78158;Le Chesnay;78423;Montigny-le-Bretonneux;176
78158;Le Chesnay;78490;Plaisir;110
78158;Le Chesnay;78640;Vélizy-Villacoublay;311
78158;Le Chesnay;78646;Versailles;1655
78158;Le Chesnay;92012;Boulogne-Billancourt;267
78158;Le Chesnay;92026;Courbevoie;296
78158;Le Chesnay;92040;Issy-les-Moulineaux;146
78158;Le Chesnay;92050;Nanterre;203
78158;Le Chesnay;92051;Neuilly-sur-Seine;105
78158;Le Chesnay;92062;Puteaux;274
78158;Le Chesnay;92063;Rueil-Malmaison;191
78158;Le Chesnay;92064;Saint-Cloud;100
78158;Le Chesnay;93066;Saint-Denis;113
78160;Chevreuse;78297;Guyancourt;166
78160;Chevreuse;91272;Gif-sur-Yvette;106
78165;Les Clayes-sous-Bois;75108;Paris 8e  Arrondissement;103
78165;Les Clayes-sous-Bois;75115;Paris 15e  Arrondissement;119
78165;Les Clayes-sous-Bois;78073;Bois-d'Arcy;107
78165;Les Clayes-sous-Bois;78158;Le Chesnay;225
78165;Les Clayes-sous-Bois;78208;Élancourt;128
78165;Les Clayes-sous-Bois;78297;Guyancourt;308
78165;Les Clayes-sous-Bois;78423;Montigny-le-Bretonneux;266
78165;Les Clayes-sous-Bois;78490;Plaisir;603
78165;Les Clayes-sous-Bois;78545;Saint-Cyr-l'École;119
78165;Les Clayes-sous-Bois;78551;Saint-Germain-en-Laye;114
78165;Les Clayes-sous-Bois;78621;Trappes;190
78165;Les Clayes-sous-Bois;78640;Vélizy-Villacoublay;154
78165;Les Clayes-sous-Bois;78646;Versailles;646
78165;Les Clayes-sous-Bois;78674;Villepreux;233
78165;Les Clayes-sous-Bois;92012;Boulogne-Billancourt;110
78168;Coignières;78383;Maurepas;189
78172;Conflans-Sainte-Honorine;75102;Paris 2e  Arrondissement;106
78172;Conflans-Sainte-Honorine;75107;Paris 7e  Arrondissement;104
78172;Conflans-Sainte-Honorine;75108;Paris 8e  Arrondissement;478
78172;Conflans-Sainte-Honorine;75109;Paris 9e  Arrondissement;336
78172;Conflans-Sainte-Honorine;75110;Paris 10e  Arrondissement;113
78172;Conflans-Sainte-Honorine;75111;Paris 11e  Arrondissement;117
78172;Conflans-Sainte-Honorine;75112;Paris 12e  Arrondissement;143
78172;Conflans-Sainte-Honorine;75113;Paris 13e  Arrondissement;168
78172;Conflans-Sainte-Honorine;75114;Paris 14e  Arrondissement;106
78172;Conflans-Sainte-Honorine;75115;Paris 15e  Arrondissement;198
78172;Conflans-Sainte-Honorine;75116;Paris 16e  Arrondissement;218
78172;Conflans-Sainte-Honorine;75117;Paris 17e  Arrondissement;224
78172;Conflans-Sainte-Honorine;75118;Paris 18e  Arrondissement;122
78172;Conflans-Sainte-Honorine;75119;Paris 19e  Arrondissement;138
78172;Conflans-Sainte-Honorine;78005;Achères;147
78172;Conflans-Sainte-Honorine;78015;Andrésy;148
78172;Conflans-Sainte-Honorine;78138;Chanteloup-les-Vignes;122
78172;Conflans-Sainte-Honorine;78146;Chatou;131
78172;Conflans-Sainte-Honorine;78358;Maisons-Laffitte;180
78172;Conflans-Sainte-Honorine;78498;Poissy;372
78172;Conflans-Sainte-Honorine;78551;Saint-Germain-en-Laye;294
78172;Conflans-Sainte-Honorine;78586;Sartrouville;196
78172;Conflans-Sainte-Honorine;92004;Asnières-sur-Seine;124
78172;Conflans-Sainte-Honorine;92012;Boulogne-Billancourt;118
78172;Conflans-Sainte-Honorine;92024;Clichy;126
78172;Conflans-Sainte-Honorine;92025;Colombes;124
78172;Conflans-Sainte-Honorine;92026;Courbevoie;444
78172;Conflans-Sainte-Honorine;92036;Gennevilliers;144
78172;Conflans-Sainte-Honorine;92044;Levallois-Perret;169
78172;Conflans-Sainte-Honorine;92050;Nanterre;442
78172;Conflans-Sainte-Honorine;92051;Neuilly-sur-Seine;118
78172;Conflans-Sainte-Honorine;92062;Puteaux;406
78172;Conflans-Sainte-Honorine;92063;Rueil-Malmaison;174
78172;Conflans-Sainte-Honorine;92073;Suresnes;122
78172;Conflans-Sainte-Honorine;93066;Saint-Denis;157
78172;Conflans-Sainte-Honorine;95018;Argenteuil;197
78172;Conflans-Sainte-Honorine;95127;Cergy;512
78172;Conflans-Sainte-Honorine;95218;Éragny;193
78172;Conflans-Sainte-Honorine;95306;Herblay;223
78172;Conflans-Sainte-Honorine;95500;Pontoise;176
78172;Conflans-Sainte-Honorine;95572;Saint-Ouen-l'Aumône;399
78190;Croissy-sur-Seine;75108;Paris 8e  Arrondissement;166
78190;Croissy-sur-Seine;78146;Chatou;110
78190;Croissy-sur-Seine;78650;Le Vésinet;113
78190;Croissy-sur-Seine;92026;Courbevoie;217
78190;Croissy-sur-Seine;92050;Nanterre;184
78190;Croissy-sur-Seine;92062;Puteaux;184
78190;Croissy-sur-Seine;92063;Rueil-Malmaison;193
78208;Élancourt;75115;Paris 15e  Arrondissement;142
78208;Élancourt;78073;Bois-d'Arcy;152
78208;Élancourt;78146;Chatou;144
78208;Élancourt;78158;Le Chesnay;182
78208;Élancourt;78168;Coignières;229
78208;Élancourt;78297;Guyancourt;861
78208;Élancourt;78383;Maurepas;592
78208;Élancourt;78423;Montigny-le-Bretonneux;823
78208;Élancourt;78490;Plaisir;377
78208;Élancourt;78517;Rambouillet;102
78208;Élancourt;78621;Trappes;954
78208;Élancourt;78640;Vélizy-Villacoublay;284
78208;Élancourt;78644;La Verrière;154
78208;Élancourt;78646;Versailles;681
78208;Élancourt;78688;Voisins-le-Bretonneux;166
78208;Élancourt;92012;Boulogne-Billancourt;115
78208;Élancourt;92026;Courbevoie;110
78208;Élancourt;92050;Nanterre;104
78217;Épône;78029;Aubergenville;128
78217;Épône;78361;Mantes-la-Jolie;153
78217;Épône;78440;Les Mureaux;161
78217;Épône;78498;Poissy;144
78220;Les Essarts-le-Roi;78297;Guyancourt;208
78220;Les Essarts-le-Roi;78383;Maurepas;114
78220;Les Essarts-le-Roi;78423;Montigny-le-Bretonneux;190
78220;Les Essarts-le-Roi;78486;Le Perray-en-Yvelines;103
78220;Les Essarts-le-Roi;78517;Rambouillet;115
78220;Les Essarts-le-Roi;78621;Trappes;125
78220;Les Essarts-le-Roi;78646;Versailles;149
78224;L'Étang-la-Ville;78551;Saint-Germain-en-Laye;129
78238;Flins-sur-Seine;78029;Aubergenville;102
78239;Follainville-Dennemont;78361;Mantes-la-Jolie;129
78242;Fontenay-le-Fleury;75108;Paris 8e  Arrondissement;111
78242;Fontenay-le-Fleury;75115;Paris 15e  Arrondissement;155
78242;Fontenay-le-Fleury;78073;Bois-d'Arcy;129
78242;Fontenay-le-Fleury;78158;Le Chesnay;193
78242;Fontenay-le-Fleury;78297;Guyancourt;261
78242;Fontenay-le-Fleury;78423;Montigny-le-Bretonneux;238
78242;Fontenay-le-Fleury;78490;Plaisir;140
78242;Fontenay-le-Fleury;78545;Saint-Cyr-l'École;148
78242;Fontenay-le-Fleury;78621;Trappes;139
78242;Fontenay-le-Fleury;78640;Vélizy-Villacoublay;242
78242;Fontenay-le-Fleury;78646;Versailles;694
78251;Fourqueux;78551;Saint-Germain-en-Laye;166
78255;Freneuse;78089;Bonnières-sur-Seine;106
78255;Freneuse;78361;Mantes-la-Jolie;180
78267;Gargenville;78029;Aubergenville;130
78267;Gargenville;78361;Mantes-la-Jolie;154
78267;Gargenville;78440;Les Mureaux;174
78267;Gargenville;78498;Poissy;154
78269;Gazeran;78517;Rambouillet;109
78297;Guyancourt;75108;Paris 8e  Arrondissement;171
78297;Guyancourt;75115;Paris 15e  Arrondissement;240
78297;Guyancourt;78073;Bois-d'Arcy;132
78297;Guyancourt;78117;Buc;249
78297;Guyancourt;78158;Le Chesnay;265
78297;Guyancourt;78208;Élancourt;349
78297;Guyancourt;78356;Magny-les-Hameaux;168
78297;Guyancourt;78383;Maurepas;124
78297;Guyancourt;78423;Montigny-le-Bretonneux;1009
78297;Guyancourt;78490;Plaisir;174
78297;Guyancourt;78621;Trappes;435
78297;Guyancourt;78640;Vélizy-Villacoublay;453
78297;Guyancourt;78646;Versailles;1150
78297;Guyancourt;78688;Voisins-le-Bretonneux;265
78297;Guyancourt;92012;Boulogne-Billancourt;144
78297;Guyancourt;92026;Courbevoie;143
78297;Guyancourt;92040;Issy-les-Moulineaux;124
78297;Guyancourt;92048;Meudon;102
78297;Guyancourt;92062;Puteaux;133
78299;Hardricourt;78401;Meulan-en-Yvelines;103
78311;Houilles;75101;Paris 1er Arrondissement;134
78311;Houilles;75102;Paris 2e  Arrondissement;143
78311;Houilles;75107;Paris 7e  Arrondissement;165
78311;Houilles;75108;Paris 8e  Arrondissement;625
78311;Houilles;75109;Paris 9e  Arrondissement;336
78311;Houilles;75110;Paris 10e  Arrondissement;158
78311;Houilles;75112;Paris 12e  Arrondissement;208
78311;Houilles;75113;Paris 13e  Arrondissement;134
78311;Houilles;75114;Paris 14e  Arrondissement;117
78311;Houilles;75115;Paris 15e  Arrondissement;307
78311;Houilles;75116;Paris 16e  Arrondissement;262
78311;Houilles;75117;Paris 17e  Arrondissement;222
78311;Houilles;75118;Paris 18e  Arrondissement;139
78311;Houilles;75119;Paris 19e  Arrondissement;120
78311;Houilles;78124;Carrières-sur-Seine;280
78311;Houilles;78146;Chatou;235
78311;Houilles;78358;Maisons-Laffitte;199
78311;Houilles;78418;Montesson;164
78311;Houilles;78498;Poissy;134
78311;Houilles;78551;Saint-Germain-en-Laye;166
78311;Houilles;78586;Sartrouville;523
78311;Houilles;78640;Vélizy-Villacoublay;122
78311;Houilles;78650;Le Vésinet;110
78311;Houilles;92004;Asnières-sur-Seine;102
78311;Houilles;92012;Boulogne-Billancourt;177
78311;Houilles;92025;Colombes;246
78311;Houilles;92026;Courbevoie;605
78311;Houilles;92035;La Garenne-Colombes;138
78311;Houilles;92036;Gennevilliers;174
78311;Houilles;92040;Issy-les-Moulineaux;104
78311;Houilles;92044;Levallois-Perret;231
78311;Houilles;92050;Nanterre;757
78311;Houilles;92051;Neuilly-sur-Seine;223
78311;Houilles;92062;Puteaux;589
78311;Houilles;92063;Rueil-Malmaison;403
78311;Houilles;92073;Suresnes;155
78311;Houilles;93048;Montreuil;107
78311;Houilles;93066;Saint-Denis;250
78311;Houilles;93070;Saint-Ouen;116
78311;Houilles;95018;Argenteuil;258
78311;Houilles;95063;Bezons;303
78311;Houilles;95127;Cergy;122
78314;Issou;78335;Limay;132
78314;Issou;78361;Mantes-la-Jolie;147
78314;Issou;78498;Poissy;114
78321;Jouars-Pontchartrain;78297;Guyancourt;120
78321;Jouars-Pontchartrain;78490;Plaisir;124
78321;Jouars-Pontchartrain;78646;Versailles;115
78322;Jouy-en-Josas;78640;Vélizy-Villacoublay;225
78322;Jouy-en-Josas;78646;Versailles;168
78335;Limay;78029;Aubergenville;195
78335;Limay;78118;Buchelay;128
78335;Limay;78238;Flins-sur-Seine;159
78335;Limay;78361;Mantes-la-Jolie;583
78335;Limay;78362;Mantes-la-Ville;276
78335;Limay;78440;Les Mureaux;228
78335;Limay;78498;Poissy;290
78350;Louveciennes;75108;Paris 8e  Arrondissement;112
78350;Louveciennes;92026;Courbevoie;108
78354;Magnanville;78118;Buchelay;155
78354;Magnanville;78361;Mantes-la-Jolie;290
78354;Magnanville;78362;Mantes-la-Ville;120
78356;Magny-les-Hameaux;78297;Guyancourt;296
78356;Magny-les-Hameaux;78423;Montigny-le-Bretonneux;168
78356;Magny-les-Hameaux;78575;Saint-Rémy-lès-Chevreuse;128
78356;Magny-les-Hameaux;78621;Trappes;138
78356;Magny-les-Hameaux;78640;Vélizy-Villacoublay;183
78356;Magny-les-Hameaux;78646;Versailles;247
78358;Maisons-Laffitte;75101;Paris 1er Arrondissement;151
78358;Maisons-Laffitte;75102;Paris 2e  Arrondissement;159
78358;Maisons-Laffitte;75107;Paris 7e  Arrondissement;106
78358;Maisons-Laffitte;75108;Paris 8e  Arrondissement;532
78358;Maisons-Laffitte;75109;Paris 9e  Arrondissement;247
78358;Maisons-Laffitte;75112;Paris 12e  Arrondissement;192
78358;Maisons-Laffitte;75113;Paris 13e  Arrondissement;134
78358;Maisons-Laffitte;75115;Paris 15e  Arrondissement;208
78358;Maisons-Laffitte;75116;Paris 16e  Arrondissement;249
78358;Maisons-Laffitte;75117;Paris 17e  Arrondissement;197
78358;Maisons-Laffitte;78498;Poissy;204
78358;Maisons-Laffitte;78551;Saint-Germain-en-Laye;175
78358;Maisons-Laffitte;78586;Sartrouville;227
78358;Maisons-Laffitte;92012;Boulogne-Billancourt;105
78358;Maisons-Laffitte;92024;Clichy;111
78358;Maisons-Laffitte;92025;Colombes;106
78358;Maisons-Laffitte;92026;Courbevoie;467
78358;Maisons-Laffitte;92044;Levallois-Perret;157
78358;Maisons-Laffitte;92050;Nanterre;413
78358;Maisons-Laffitte;92051;Neuilly-sur-Seine;155
78358;Maisons-Laffitte;92062;Puteaux;438
78358;Maisons-Laffitte;92063;Rueil-Malmaison;134
78358;Maisons-Laffitte;92073;Suresnes;102
78358;Maisons-Laffitte;93066;Saint-Denis;143
78358;Maisons-Laffitte;95018;Argenteuil;123
78358;Maisons-Laffitte;95127;Cergy;175
78361;Mantes-la-Jolie;75102;Paris 2e  Arrondissement;113
78361;Mantes-la-Jolie;75107;Paris 7e  Arrondissement;102
78361;Mantes-la-Jolie;75108;Paris 8e  Arrondissement;371
78361;Mantes-la-Jolie;75109;Paris 9e  Arrondissement;214
78361;Mantes-la-Jolie;75110;Paris 10e  Arrondissement;116
78361;Mantes-la-Jolie;75112;Paris 12e  Arrondissement;163
78361;Mantes-la-Jolie;75115;Paris 15e  Arrondissement;214
78361;Mantes-la-Jolie;75116;Paris 16e  Arrondissement;161
78361;Mantes-la-Jolie;75117;Paris 17e  Arrondissement;176
78361;Mantes-la-Jolie;75119;Paris 19e  Arrondissement;119
78361;Mantes-la-Jolie;78029;Aubergenville;419
78361;Mantes-la-Jolie;78118;Buchelay;324
78361;Mantes-la-Jolie;78217;Épône;163
78361;Mantes-la-Jolie;78238;Flins-sur-Seine;271
78361;Mantes-la-Jolie;78267;Gargenville;111
78361;Mantes-la-Jolie;78335;Limay;361
78361;Mantes-la-Jolie;78354;Magnanville;301
78361;Mantes-la-Jolie;78362;Mantes-la-Ville;583
78361;Mantes-la-Jolie;78440;Les Mureaux;346
78361;Mantes-la-Jolie;78498;Poissy;462
78361;Mantes-la-Jolie;78531;Rosny-sur-Seine;139
78361;Mantes-la-Jolie;78551;Saint-Germain-en-Laye;118
78361;Mantes-la-Jolie;78646;Versailles;135
78361;Mantes-la-Jolie;92026;Courbevoie;207
78361;Mantes-la-Jolie;92050;Nanterre;190
78361;Mantes-la-Jolie;92062;Puteaux;185
78362;Mantes-la-Ville;75108;Paris 8e  Arrondissement;151
78362;Mantes-la-Ville;75109;Paris 9e  Arrondissement;105
78362;Mantes-la-Ville;78029;Aubergenville;175
78362;Mantes-la-Ville;78118;Buchelay;291
78362;Mantes-la-Ville;78217;Épône;123
78362;Mantes-la-Ville;78238;Flins-sur-Seine;133
78362;Mantes-la-Ville;78335;Limay;242
78362;Mantes-la-Ville;78354;Magnanville;156
78362;Mantes-la-Ville;78361;Mantes-la-Jolie;960
78362;Mantes-la-Ville;78440;Les Mureaux;201
78362;Mantes-la-Ville;78498;Poissy;265
78362;Mantes-la-Ville;92050;Nanterre;126
78362;Mantes-la-Ville;92062;Puteaux;101
78367;Mareil-Marly;78551;Saint-Germain-en-Laye;110
78372;Marly-le-Roi;75108;Paris 8e  Arrondissement;213
78372;Marly-le-Roi;75109;Paris 9e  Arrondissement;136
78372;Marly-le-Roi;75115;Paris 15e  Arrondissement;120
78372;Marly-le-Roi;75116;Paris 16e  Arrondissement;141
78372;Marly-le-Roi;78158;Le Chesnay;153
78372;Marly-le-Roi;78297;Guyancourt;107
78372;Marly-le-Roi;78481;Le Pecq;100
78372;Marly-le-Roi;78551;Saint-Germain-en-Laye;300
78372;Marly-le-Roi;78640;Vélizy-Villacoublay;108
78372;Marly-le-Roi;78646;Versailles;224
78372;Marly-le-Roi;78650;Le Vésinet;104
78372;Marly-le-Roi;92012;Boulogne-Billancourt;135
78372;Marly-le-Roi;92026;Courbevoie;218
78372;Marly-le-Roi;92050;Nanterre;237
78372;Marly-le-Roi;92062;Puteaux;194
78372;Marly-le-Roi;92063;Rueil-Malmaison;204
78380;Maule;78646;Versailles;103
78382;Maurecourt;78172;Conflans-Sainte-Honorine;177
78383;Maurepas;75115;Paris 15e  Arrondissement;121
78383;Maurepas;78158;Le Chesnay;132
78383;Maurepas;78168;Coignières;245
78383;Maurepas;78208;Élancourt;438
78383;Maurepas;78297;Guyancourt;550
78383;Maurepas;78423;Montigny-le-Bretonneux;480
78383;Maurepas;78490;Plaisir;218
78383;Maurepas;78621;Trappes;525
78383;Maurepas;78640;Vélizy-Villacoublay;174
78383;Maurepas;78644;La Verrière;128
78383;Maurepas;78646;Versailles;364
78383;Maurepas;92012;Boulogne-Billancourt;116
78383;Maurepas;92026;Courbevoie;101
78383;Maurepas;92050;Nanterre;110
78396;Le Mesnil-le-Roi;75108;Paris 8e  Arrondissement;116
78396;Le Mesnil-le-Roi;78551;Saint-Germain-en-Laye;106
78397;Le Mesnil-Saint-Denis;78297;Guyancourt;255
78397;Le Mesnil-Saint-Denis;78423;Montigny-le-Bretonneux;182
78397;Le Mesnil-Saint-Denis;78621;Trappes;174
78397;Le Mesnil-Saint-Denis;78646;Versailles;129
78401;Meulan-en-Yvelines;78440;Les Mureaux;358
78401;Meulan-en-Yvelines;78498;Poissy;161
78402;Mézières-sur-Seine;78361;Mantes-la-Jolie;106
78402;Mézières-sur-Seine;78498;Poissy;110
78418;Montesson;75108;Paris 8e  Arrondissement;208
78418;Montesson;75109;Paris 9e  Arrondissement;114
78418;Montesson;78124;Carrières-sur-Seine;105
78418;Montesson;78146;Chatou;231
78418;Montesson;78551;Saint-Germain-en-Laye;175
78418;Montesson;78586;Sartrouville;246
78418;Montesson;78650;Le Vésinet;179
78418;Montesson;92026;Courbevoie;221
78418;Montesson;92050;Nanterre;326
78418;Montesson;92062;Puteaux;244
78418;Montesson;92063;Rueil-Malmaison;260
78418;Montesson;92073;Suresnes;116
78418;Montesson;95018;Argenteuil;104
78423;Montigny-le-Bretonneux;75107;Paris 7e  Arrondissement;119
78423;Montigny-le-Bretonneux;75108;Paris 8e  Arrondissement;243
78423;Montigny-le-Bretonneux;75109;Paris 9e  Arrondissement;131
78423;Montigny-le-Bretonneux;75112;Paris 12e  Arrondissement;113
78423;Montigny-le-Bretonneux;75113;Paris 13e  Arrondissement;155
78423;Montigny-le-Bretonneux;75114;Paris 14e  Arrondissement;135
78423;Montigny-le-Bretonneux;75115;Paris 15e  Arrondissement;397
78423;Montigny-le-Bretonneux;75116;Paris 16e  Arrondissement;155
78423;Montigny-le-Bretonneux;75117;Paris 17e  Arrondissement;121
78423;Montigny-le-Bretonneux;78073;Bois-d'Arcy;221
78423;Montigny-le-Bretonneux;78117;Buc;159
78423;Montigny-le-Bretonneux;78158;Le Chesnay;237
78423;Montigny-le-Bretonneux;78208;Élancourt;383
78423;Montigny-le-Bretonneux;78297;Guyancourt;1770
78423;Montigny-le-Bretonneux;78356;Magny-les-Hameaux;111
78423;Montigny-le-Bretonneux;78383;Maurepas;142
78423;Montigny-le-Bretonneux;78490;Plaisir;161
78423;Montigny-le-Bretonneux;78621;Trappes;679
78423;Montigny-le-Bretonneux;78640;Vélizy-Villacoublay;592
78423;Montigny-le-Bretonneux;78646;Versailles;940
78423;Montigny-le-Bretonneux;78688;Voisins-le-Bretonneux;312
78423;Montigny-le-Bretonneux;91377;Massy;108
78423;Montigny-le-Bretonneux;92012;Boulogne-Billancourt;245
78423;Montigny-le-Bretonneux;92026;Courbevoie;264
78423;Montigny-le-Bretonneux;92040;Issy-les-Moulineaux;235
78423;Montigny-le-Bretonneux;92048;Meudon;148
78423;Montigny-le-Bretonneux;92050;Nanterre;184
78423;Montigny-le-Bretonneux;92060;Le Plessis-Robinson;128
78423;Montigny-le-Bretonneux;92062;Puteaux;268
78423;Montigny-le-Bretonneux;92063;Rueil-Malmaison;122
78423;Montigny-le-Bretonneux;92064;Saint-Cloud;110
78423;Montigny-le-Bretonneux;92073;Suresnes;125
78440;Les Mureaux;75108;Paris 8e  Arrondissement;205
78440;Les Mureaux;75109;Paris 9e  Arrondissement;101
78440;Les Mureaux;75113;Paris 13e  Arrondissement;125
78440;Les Mureaux;75115;Paris 15e  Arrondissement;121
78440;Les Mureaux;75117;Paris 17e  Arrondissement;108
78440;Les Mureaux;78029;Aubergenville;266
78440;Les Mureaux;78133;Chambourcy;122
78440;Les Mureaux;78138;Chanteloup-les-Vignes;108
78440;Les Mureaux;78206;Ecquevilly;167
