CODGEO;LIBGEO;DCLT;L_DCLT;NBFLUX_C14_ACTOCC15P
75101;Paris 1er Arrondissement;75102;Paris 2e  Arrondissement;247
75101;Paris 1er Arrondissement;75105;Paris 5e  Arrondissement;104
75101;Paris 1er Arrondissement;75108;Paris 8e  Arrondissement;426
75101;Paris 1er Arrondissement;75109;Paris 9e  Arrondissement;263
75101;Paris 1er Arrondissement;75112;Paris 12e  Arrondissement;123
75101;Paris 1er Arrondissement;75113;Paris 13e  Arrondissement;139
75101;Paris 1er Arrondissement;75115;Paris 15e  Arrondissement;134
75101;Paris 1er Arrondissement;75116;Paris 16e  Arrondissement;123
75101;Paris 1er Arrondissement;92012;Boulogne-Billancourt;128
75101;Paris 1er Arrondissement;92026;Courbevoie;139
75101;Paris 1er Arrondissement;92044;Levallois-Perret;101
75101;Paris 1er Arrondissement;92062;Puteaux;190
75101;Paris 1er Arrondissement;93066;Saint-Denis;156
75102;Paris 2e  Arrondissement;75101;Paris 1er Arrondissement;286
75102;Paris 2e  Arrondissement;75103;Paris 3e  Arrondissement;115
75102;Paris 2e  Arrondissement;75106;Paris 6e  Arrondissement;122
75102;Paris 2e  Arrondissement;75107;Paris 7e  Arrondissement;170
75102;Paris 2e  Arrondissement;75108;Paris 8e  Arrondissement;593
75102;Paris 2e  Arrondissement;75109;Paris 9e  Arrondissement;382
75102;Paris 2e  Arrondissement;75110;Paris 10e  Arrondissement;131
75102;Paris 2e  Arrondissement;75111;Paris 11e  Arrondissement;107
75102;Paris 2e  Arrondissement;75112;Paris 12e  Arrondissement;149
75102;Paris 2e  Arrondissement;75113;Paris 13e  Arrondissement;122
75102;Paris 2e  Arrondissement;75114;Paris 14e  Arrondissement;105
75102;Paris 2e  Arrondissement;75115;Paris 15e  Arrondissement;207
75102;Paris 2e  Arrondissement;75116;Paris 16e  Arrondissement;233
75102;Paris 2e  Arrondissement;75117;Paris 17e  Arrondissement;156
75102;Paris 2e  Arrondissement;75119;Paris 19e  Arrondissement;117
75102;Paris 2e  Arrondissement;92012;Boulogne-Billancourt;306
75102;Paris 2e  Arrondissement;92026;Courbevoie;271
75102;Paris 2e  Arrondissement;92040;Issy-les-Moulineaux;150
75102;Paris 2e  Arrondissement;92044;Levallois-Perret;176
75102;Paris 2e  Arrondissement;92051;Neuilly-sur-Seine;105
75102;Paris 2e  Arrondissement;92062;Puteaux;249
75102;Paris 2e  Arrondissement;92073;Suresnes;104
75102;Paris 2e  Arrondissement;93066;Saint-Denis;131
75103;Paris 3e  Arrondissement;75101;Paris 1er Arrondissement;379
75103;Paris 3e  Arrondissement;75102;Paris 2e  Arrondissement;410
75103;Paris 3e  Arrondissement;75104;Paris 4e  Arrondissement;224
75103;Paris 3e  Arrondissement;75105;Paris 5e  Arrondissement;231
75103;Paris 3e  Arrondissement;75106;Paris 6e  Arrondissement;159
75103;Paris 3e  Arrondissement;75107;Paris 7e  Arrondissement;251
75103;Paris 3e  Arrondissement;75108;Paris 8e  Arrondissement;906
75103;Paris 3e  Arrondissement;75109;Paris 9e  Arrondissement;452
75103;Paris 3e  Arrondissement;75110;Paris 10e  Arrondissement;326
75103;Paris 3e  Arrondissement;75111;Paris 11e  Arrondissement;316
75103;Paris 3e  Arrondissement;75112;Paris 12e  Arrondissement;266
75103;Paris 3e  Arrondissement;75113;Paris 13e  Arrondissement;322
75103;Paris 3e  Arrondissement;75114;Paris 14e  Arrondissement;172
75103;Paris 3e  Arrondissement;75115;Paris 15e  Arrondissement;319
75103;Paris 3e  Arrondissement;75116;Paris 16e  Arrondissement;330
75103;Paris 3e  Arrondissement;75117;Paris 17e  Arrondissement;298
75103;Paris 3e  Arrondissement;75118;Paris 18e  Arrondissement;140
75103;Paris 3e  Arrondissement;75119;Paris 19e  Arrondissement;212
75103;Paris 3e  Arrondissement;75120;Paris 20e  Arrondissement;129
75103;Paris 3e  Arrondissement;92012;Boulogne-Billancourt;375
75103;Paris 3e  Arrondissement;92024;Clichy;127
75103;Paris 3e  Arrondissement;92026;Courbevoie;336
75103;Paris 3e  Arrondissement;92040;Issy-les-Moulineaux;204
75103;Paris 3e  Arrondissement;92044;Levallois-Perret;218
75103;Paris 3e  Arrondissement;92050;Nanterre;168
75103;Paris 3e  Arrondissement;92051;Neuilly-sur-Seine;225
75103;Paris 3e  Arrondissement;92062;Puteaux;326
75103;Paris 3e  Arrondissement;93048;Montreuil;105
75103;Paris 3e  Arrondissement;93066;Saint-Denis;190
75103;Paris 3e  Arrondissement;95527;Roissy-en-France;122
75104;Paris 4e  Arrondissement;75101;Paris 1er Arrondissement;232
75104;Paris 4e  Arrondissement;75102;Paris 2e  Arrondissement;207
75104;Paris 4e  Arrondissement;75103;Paris 3e  Arrondissement;183
75104;Paris 4e  Arrondissement;75105;Paris 5e  Arrondissement;194
75104;Paris 4e  Arrondissement;75106;Paris 6e  Arrondissement;115
75104;Paris 4e  Arrondissement;75107;Paris 7e  Arrondissement;163
75104;Paris 4e  Arrondissement;75108;Paris 8e  Arrondissement;553
75104;Paris 4e  Arrondissement;75109;Paris 9e  Arrondissement;220
75104;Paris 4e  Arrondissement;75110;Paris 10e  Arrondissement;145
75104;Paris 4e  Arrondissement;75111;Paris 11e  Arrondissement;166
75104;Paris 4e  Arrondissement;75112;Paris 12e  Arrondissement;200
75104;Paris 4e  Arrondissement;75113;Paris 13e  Arrondissement;179
75104;Paris 4e  Arrondissement;75114;Paris 14e  Arrondissement;135
75104;Paris 4e  Arrondissement;75115;Paris 15e  Arrondissement;221
75104;Paris 4e  Arrondissement;75116;Paris 16e  Arrondissement;198
75104;Paris 4e  Arrondissement;75117;Paris 17e  Arrondissement;160
75104;Paris 4e  Arrondissement;75119;Paris 19e  Arrondissement;104
75104;Paris 4e  Arrondissement;92012;Boulogne-Billancourt;234
75104;Paris 4e  Arrondissement;92026;Courbevoie;231
75104;Paris 4e  Arrondissement;92040;Issy-les-Moulineaux;136
75104;Paris 4e  Arrondissement;92044;Levallois-Perret;125
75104;Paris 4e  Arrondissement;92051;Neuilly-sur-Seine;183
75104;Paris 4e  Arrondissement;92062;Puteaux;225
75104;Paris 4e  Arrondissement;93066;Saint-Denis;124
75105;Paris 5e  Arrondissement;75101;Paris 1er Arrondissement;356
75105;Paris 5e  Arrondissement;75102;Paris 2e  Arrondissement;333
75105;Paris 5e  Arrondissement;75103;Paris 3e  Arrondissement;160
75105;Paris 5e  Arrondissement;75104;Paris 4e  Arrondissement;264
75105;Paris 5e  Arrondissement;75106;Paris 6e  Arrondissement;463
75105;Paris 5e  Arrondissement;75107;Paris 7e  Arrondissement;435
75105;Paris 5e  Arrondissement;75108;Paris 8e  Arrondissement;900
75105;Paris 5e  Arrondissement;75109;Paris 9e  Arrondissement;493
75105;Paris 5e  Arrondissement;75110;Paris 10e  Arrondissement;348
75105;Paris 5e  Arrondissement;75111;Paris 11e  Arrondissement;228
75105;Paris 5e  Arrondissement;75112;Paris 12e  Arrondissement;409
75105;Paris 5e  Arrondissement;75113;Paris 13e  Arrondissement;760
75105;Paris 5e  Arrondissement;75114;Paris 14e  Arrondissement;443
75105;Paris 5e  Arrondissement;75115;Paris 15e  Arrondissement;561
75105;Paris 5e  Arrondissement;75116;Paris 16e  Arrondissement;429
75105;Paris 5e  Arrondissement;75117;Paris 17e  Arrondissement;285
75105;Paris 5e  Arrondissement;75118;Paris 18e  Arrondissement;152
75105;Paris 5e  Arrondissement;75119;Paris 19e  Arrondissement;117
75105;Paris 5e  Arrondissement;75120;Paris 20e  Arrondissement;162
75105;Paris 5e  Arrondissement;92012;Boulogne-Billancourt;375
75105;Paris 5e  Arrondissement;92026;Courbevoie;488
75105;Paris 5e  Arrondissement;92040;Issy-les-Moulineaux;294
75105;Paris 5e  Arrondissement;92044;Levallois-Perret;219
75105;Paris 5e  Arrondissement;92049;Montrouge;171
75105;Paris 5e  Arrondissement;92050;Nanterre;261
75105;Paris 5e  Arrondissement;92051;Neuilly-sur-Seine;266
75105;Paris 5e  Arrondissement;92062;Puteaux;432
75105;Paris 5e  Arrondissement;92063;Rueil-Malmaison;108
75105;Paris 5e  Arrondissement;93048;Montreuil;126
75105;Paris 5e  Arrondissement;93066;Saint-Denis;306
75105;Paris 5e  Arrondissement;93070;Saint-Ouen;112
75105;Paris 5e  Arrondissement;94028;Créteil;119
75105;Paris 5e  Arrondissement;94041;Ivry-sur-Seine;176
75105;Paris 5e  Arrondissement;94076;Villejuif;143
75105;Paris 5e  Arrondissement;95527;Roissy-en-France;141
75106;Paris 6e  Arrondissement;75101;Paris 1er Arrondissement;314
75106;Paris 6e  Arrondissement;75102;Paris 2e  Arrondissement;236
75106;Paris 6e  Arrondissement;75103;Paris 3e  Arrondissement;106
75106;Paris 6e  Arrondissement;75105;Paris 5e  Arrondissement;334
75106;Paris 6e  Arrondissement;75107;Paris 7e  Arrondissement;393
75106;Paris 6e  Arrondissement;75108;Paris 8e  Arrondissement;922
75106;Paris 6e  Arrondissement;75109;Paris 9e  Arrondissement;466
75106;Paris 6e  Arrondissement;75110;Paris 10e  Arrondissement;182
75106;Paris 6e  Arrondissement;75111;Paris 11e  Arrondissement;118
75106;Paris 6e  Arrondissement;75112;Paris 12e  Arrondissement;212
75106;Paris 6e  Arrondissement;75113;Paris 13e  Arrondissement;385
75106;Paris 6e  Arrondissement;75114;Paris 14e  Arrondissement;316
75106;Paris 6e  Arrondissement;75115;Paris 15e  Arrondissement;492
75106;Paris 6e  Arrondissement;75116;Paris 16e  Arrondissement;402
75106;Paris 6e  Arrondissement;75117;Paris 17e  Arrondissement;180
75106;Paris 6e  Arrondissement;75118;Paris 18e  Arrondissement;111
75106;Paris 6e  Arrondissement;92012;Boulogne-Billancourt;284
75106;Paris 6e  Arrondissement;92024;Clichy;105
75106;Paris 6e  Arrondissement;92026;Courbevoie;323
75106;Paris 6e  Arrondissement;92040;Issy-les-Moulineaux;213
75106;Paris 6e  Arrondissement;92044;Levallois-Perret;173
75106;Paris 6e  Arrondissement;92050;Nanterre;135
75106;Paris 6e  Arrondissement;92051;Neuilly-sur-Seine;219
75106;Paris 6e  Arrondissement;92062;Puteaux;258
75106;Paris 6e  Arrondissement;93066;Saint-Denis;160
75107;Paris 7e  Arrondissement;75101;Paris 1er Arrondissement;383
75107;Paris 7e  Arrondissement;75102;Paris 2e  Arrondissement;403
75107;Paris 7e  Arrondissement;75105;Paris 5e  Arrondissement;239
75107;Paris 7e  Arrondissement;75106;Paris 6e  Arrondissement;314
75107;Paris 7e  Arrondissement;75108;Paris 8e  Arrondissement;1749
75107;Paris 7e  Arrondissement;75109;Paris 9e  Arrondissement;587
75107;Paris 7e  Arrondissement;75110;Paris 10e  Arrondissement;149
75107;Paris 7e  Arrondissement;75111;Paris 11e  Arrondissement;207
75107;Paris 7e  Arrondissement;75112;Paris 12e  Arrondissement;221
75107;Paris 7e  Arrondissement;75113;Paris 13e  Arrondissement;312
75107;Paris 7e  Arrondissement;75114;Paris 14e  Arrondissement;214
75107;Paris 7e  Arrondissement;75115;Paris 15e  Arrondissement;696
75107;Paris 7e  Arrondissement;75116;Paris 16e  Arrondissement;659
75107;Paris 7e  Arrondissement;75117;Paris 17e  Arrondissement;319
75107;Paris 7e  Arrondissement;75118;Paris 18e  Arrondissement;110
75107;Paris 7e  Arrondissement;92012;Boulogne-Billancourt;486
75107;Paris 7e  Arrondissement;92024;Clichy;141
75107;Paris 7e  Arrondissement;92026;Courbevoie;586
75107;Paris 7e  Arrondissement;92040;Issy-les-Moulineaux;332
75107;Paris 7e  Arrondissement;92044;Levallois-Perret;223
75107;Paris 7e  Arrondissement;92049;Montrouge;130
75107;Paris 7e  Arrondissement;92050;Nanterre;198
75107;Paris 7e  Arrondissement;92051;Neuilly-sur-Seine;391
75107;Paris 7e  Arrondissement;92062;Puteaux;413
75107;Paris 7e  Arrondissement;93066;Saint-Denis;178
75107;Paris 7e  Arrondissement;93070;Saint-Ouen;168
75108;Paris 8e  Arrondissement;75101;Paris 1er Arrondissement;301
75108;Paris 8e  Arrondissement;75102;Paris 2e  Arrondissement;214
75108;Paris 8e  Arrondissement;75106;Paris 6e  Arrondissement;125
75108;Paris 8e  Arrondissement;75107;Paris 7e  Arrondissement;252
75108;Paris 8e  Arrondissement;75109;Paris 9e  Arrondissement;601
75108;Paris 8e  Arrondissement;75110;Paris 10e  Arrondissement;149
75108;Paris 8e  Arrondissement;75112;Paris 12e  Arrondissement;171
75108;Paris 8e  Arrondissement;75113;Paris 13e  Arrondissement;196
75108;Paris 8e  Arrondissement;75114;Paris 14e  Arrondissement;121
75108;Paris 8e  Arrondissement;75115;Paris 15e  Arrondissement;225
75108;Paris 8e  Arrondissement;75116;Paris 16e  Arrondissement;346
75108;Paris 8e  Arrondissement;75117;Paris 17e  Arrondissement;449
75108;Paris 8e  Arrondissement;75118;Paris 18e  Arrondissement;124
75108;Paris 8e  Arrondissement;75119;Paris 19e  Arrondissement;101
75108;Paris 8e  Arrondissement;92012;Boulogne-Billancourt;272
75108;Paris 8e  Arrondissement;92024;Clichy;103
75108;Paris 8e  Arrondissement;92026;Courbevoie;516
75108;Paris 8e  Arrondissement;92040;Issy-les-Moulineaux;128
75108;Paris 8e  Arrondissement;92044;Levallois-Perret;230
75108;Paris 8e  Arrondissement;92050;Nanterre;142
75108;Paris 8e  Arrondissement;92051;Neuilly-sur-Seine;299
75108;Paris 8e  Arrondissement;92062;Puteaux;464
75108;Paris 8e  Arrondissement;92063;Rueil-Malmaison;153
75108;Paris 8e  Arrondissement;92073;Suresnes;117
75108;Paris 8e  Arrondissement;93066;Saint-Denis;200
75108;Paris 8e  Arrondissement;93070;Saint-Ouen;103
75109;Paris 9e  Arrondissement;75101;Paris 1er Arrondissement;479
75109;Paris 9e  Arrondissement;75102;Paris 2e  Arrondissement;672
75109;Paris 9e  Arrondissement;75103;Paris 3e  Arrondissement;180
75109;Paris 9e  Arrondissement;75104;Paris 4e  Arrondissement;111
75109;Paris 9e  Arrondissement;75105;Paris 5e  Arrondissement;252
75109;Paris 9e  Arrondissement;75106;Paris 6e  Arrondissement;270
75109;Paris 9e  Arrondissement;75107;Paris 7e  Arrondissement;410
75109;Paris 9e  Arrondissement;75108;Paris 8e  Arrondissement;1692
75109;Paris 9e  Arrondissement;75110;Paris 10e  Arrondissement;551
75109;Paris 9e  Arrondissement;75111;Paris 11e  Arrondissement;325
75109;Paris 9e  Arrondissement;75112;Paris 12e  Arrondissement;393
75109;Paris 9e  Arrondissement;75113;Paris 13e  Arrondissement;479
75109;Paris 9e  Arrondissement;75114;Paris 14e  Arrondissement;270
75109;Paris 9e  Arrondissement;75115;Paris 15e  Arrondissement;641
75109;Paris 9e  Arrondissement;75116;Paris 16e  Arrondissement;539
75109;Paris 9e  Arrondissement;75117;Paris 17e  Arrondissement;506
75109;Paris 9e  Arrondissement;75118;Paris 18e  Arrondissement;392
75109;Paris 9e  Arrondissement;75119;Paris 19e  Arrondissement;259
75109;Paris 9e  Arrondissement;75120;Paris 20e  Arrondissement;167
75109;Paris 9e  Arrondissement;92009;Bois-Colombes;104
75109;Paris 9e  Arrondissement;92012;Boulogne-Billancourt;577
75109;Paris 9e  Arrondissement;92024;Clichy;271
75109;Paris 9e  Arrondissement;92025;Colombes;138
75109;Paris 9e  Arrondissement;92026;Courbevoie;821
75109;Paris 9e  Arrondissement;92036;Gennevilliers;141
75109;Paris 9e  Arrondissement;92040;Issy-les-Moulineaux;333
75109;Paris 9e  Arrondissement;92044;Levallois-Perret;535
75109;Paris 9e  Arrondissement;92049;Montrouge;127
75109;Paris 9e  Arrondissement;92050;Nanterre;360
75109;Paris 9e  Arrondissement;92051;Neuilly-sur-Seine;370
75109;Paris 9e  Arrondissement;92062;Puteaux;589
75109;Paris 9e  Arrondissement;92063;Rueil-Malmaison;200
75109;Paris 9e  Arrondissement;92073;Suresnes;140
75109;Paris 9e  Arrondissement;93001;Aubervilliers;117
75109;Paris 9e  Arrondissement;93048;Montreuil;162
75109;Paris 9e  Arrondissement;93055;Pantin;128
75109;Paris 9e  Arrondissement;93066;Saint-Denis;409
75109;Paris 9e  Arrondissement;93070;Saint-Ouen;219
75109;Paris 9e  Arrondissement;94041;Ivry-sur-Seine;106
75109;Paris 9e  Arrondissement;95527;Roissy-en-France;116
75110;Paris 10e  Arrondissement;75101;Paris 1er Arrondissement;768
75110;Paris 10e  Arrondissement;75102;Paris 2e  Arrondissement;830
75110;Paris 10e  Arrondissement;75103;Paris 3e  Arrondissement;511
75110;Paris 10e  Arrondissement;75104;Paris 4e  Arrondissement;425
75110;Paris 10e  Arrondissement;75105;Paris 5e  Arrondissement;462
75110;Paris 10e  Arrondissement;75106;Paris 6e  Arrondissement;446
75110;Paris 10e  Arrondissement;75107;Paris 7e  Arrondissement;755
75110;Paris 10e  Arrondissement;75108;Paris 8e  Arrondissement;1550
75110;Paris 10e  Arrondissement;75109;Paris 9e  Arrondissement;1340
75110;Paris 10e  Arrondissement;75111;Paris 11e  Arrondissement;752
75110;Paris 10e  Arrondissement;75112;Paris 12e  Arrondissement;705
75110;Paris 10e  Arrondissement;75113;Paris 13e  Arrondissement;840
75110;Paris 10e  Arrondissement;75114;Paris 14e  Arrondissement;502
75110;Paris 10e  Arrondissement;75115;Paris 15e  Arrondissement;929
75110;Paris 10e  Arrondissement;75116;Paris 16e  Arrondissement;676
75110;Paris 10e  Arrondissement;75117;Paris 17e  Arrondissement;561
75110;Paris 10e  Arrondissement;75118;Paris 18e  Arrondissement;672
75110;Paris 10e  Arrondissement;75119;Paris 19e  Arrondissement;812
75110;Paris 10e  Arrondissement;75120;Paris 20e  Arrondissement;504
75110;Paris 10e  Arrondissement;78640;Vélizy-Villacoublay;140
75110;Paris 10e  Arrondissement;78646;Versailles;105
75110;Paris 10e  Arrondissement;92012;Boulogne-Billancourt;664
75110;Paris 10e  Arrondissement;92024;Clichy;261
75110;Paris 10e  Arrondissement;92026;Courbevoie;707
75110;Paris 10e  Arrondissement;92036;Gennevilliers;144
75110;Paris 10e  Arrondissement;92040;Issy-les-Moulineaux;397
75110;Paris 10e  Arrondissement;92044;Levallois-Perret;516
75110;Paris 10e  Arrondissement;92046;Malakoff;104
75110;Paris 10e  Arrondissement;92049;Montrouge;152
75110;Paris 10e  Arrondissement;92050;Nanterre;379
75110;Paris 10e  Arrondissement;92051;Neuilly-sur-Seine;495
75110;Paris 10e  Arrondissement;92062;Puteaux;674
75110;Paris 10e  Arrondissement;92063;Rueil-Malmaison;222
75110;Paris 10e  Arrondissement;92073;Suresnes;159
75110;Paris 10e  Arrondissement;93001;Aubervilliers;270
75110;Paris 10e  Arrondissement;93005;Aulnay-sous-Bois;138
75110;Paris 10e  Arrondissement;93008;Bobigny;228
75110;Paris 10e  Arrondissement;93027;La Courneuve;127
75110;Paris 10e  Arrondissement;93048;Montreuil;406
75110;Paris 10e  Arrondissement;93055;Pantin;386
75110;Paris 10e  Arrondissement;93066;Saint-Denis;684
75110;Paris 10e  Arrondissement;93070;Saint-Ouen;267
75110;Paris 10e  Arrondissement;94003;Arcueil;115
75110;Paris 10e  Arrondissement;94028;Créteil;170
75110;Paris 10e  Arrondissement;94041;Ivry-sur-Seine;247
75110;Paris 10e  Arrondissement;94076;Villejuif;116
75110;Paris 10e  Arrondissement;95527;Roissy-en-France;338
75111;Paris 11e  Arrondissement;75101;Paris 1er Arrondissement;1179
75111;Paris 11e  Arrondissement;75102;Paris 2e  Arrondissement;1322
75111;Paris 11e  Arrondissement;75103;Paris 3e  Arrondissement;854
75111;Paris 11e  Arrondissement;75104;Paris 4e  Arrondissement;878
75111;Paris 11e  Arrondissement;75105;Paris 5e  Arrondissement;815
75111;Paris 11e  Arrondissement;75106;Paris 6e  Arrondissement;745
75111;Paris 11e  Arrondissement;75107;Paris 7e  Arrondissement;978
75111;Paris 11e  Arrondissement;75108;Paris 8e  Arrondissement;2528
75111;Paris 11e  Arrondissement;75109;Paris 9e  Arrondissement;2031
75111;Paris 11e  Arrondissement;75110;Paris 10e  Arrondissement;1486
75111;Paris 11e  Arrondissement;75112;Paris 12e  Arrondissement;2045
75111;Paris 11e  Arrondissement;75113;Paris 13e  Arrondissement;1823
75111;Paris 11e  Arrondissement;75114;Paris 14e  Arrondissement;784
75111;Paris 11e  Arrondissement;75115;Paris 15e  Arrondissement;1563
75111;Paris 11e  Arrondissement;75116;Paris 16e  Arrondissement;1222
75111;Paris 11e  Arrondissement;75117;Paris 17e  Arrondissement;897
75111;Paris 11e  Arrondissement;75118;Paris 18e  Arrondissement;710
75111;Paris 11e  Arrondissement;75119;Paris 19e  Arrondissement;919
75111;Paris 11e  Arrondissement;75120;Paris 20e  Arrondissement;1104
75111;Paris 11e  Arrondissement;77111;Chessy;118
75111;Paris 11e  Arrondissement;78640;Vélizy-Villacoublay;164
75111;Paris 11e  Arrondissement;78646;Versailles;118
75111;Paris 11e  Arrondissement;91228;Évry;137
75111;Paris 11e  Arrondissement;92002;Antony;105
75111;Paris 11e  Arrondissement;92004;Asnières-sur-Seine;183
75111;Paris 11e  Arrondissement;92012;Boulogne-Billancourt;1196
75111;Paris 11e  Arrondissement;92020;Châtillon;105
75111;Paris 11e  Arrondissement;92024;Clichy;366
75111;Paris 11e  Arrondissement;92025;Colombes;190
75111;Paris 11e  Arrondissement;92026;Courbevoie;1576
75111;Paris 11e  Arrondissement;92036;Gennevilliers;268
75111;Paris 11e  Arrondissement;92040;Issy-les-Moulineaux;651
75111;Paris 11e  Arrondissement;92044;Levallois-Perret;839
75111;Paris 11e  Arrondissement;92046;Malakoff;184
75111;Paris 11e  Arrondissement;92049;Montrouge;267
75111;Paris 11e  Arrondissement;92050;Nanterre;774
75111;Paris 11e  Arrondissement;92051;Neuilly-sur-Seine;748
75111;Paris 11e  Arrondissement;92062;Puteaux;1438
75111;Paris 11e  Arrondissement;92063;Rueil-Malmaison;392
75111;Paris 11e  Arrondissement;92064;Saint-Cloud;102
75111;Paris 11e  Arrondissement;92072;Sèvres;127
75111;Paris 11e  Arrondissement;92073;Suresnes;287
75111;Paris 11e  Arrondissement;93001;Aubervilliers;280
75111;Paris 11e  Arrondissement;93005;Aulnay-sous-Bois;108
75111;Paris 11e  Arrondissement;93006;Bagnolet;218
75111;Paris 11e  Arrondissement;93008;Bobigny;316
75111;Paris 11e  Arrondissement;93048;Montreuil;1115
75111;Paris 11e  Arrondissement;93051;Noisy-le-Grand;355
75111;Paris 11e  Arrondissement;93055;Pantin;316
75111;Paris 11e  Arrondissement;93066;Saint-Denis;972
75111;Paris 11e  Arrondissement;93070;Saint-Ouen;376
75111;Paris 11e  Arrondissement;94003;Arcueil;155
75111;Paris 11e  Arrondissement;94017;Champigny-sur-Marne;121
75111;Paris 11e  Arrondissement;94018;Charenton-le-Pont;196
75111;Paris 11e  Arrondissement;94028;Créteil;410
75111;Paris 11e  Arrondissement;94033;Fontenay-sous-Bois;271
75111;Paris 11e  Arrondissement;94041;Ivry-sur-Seine;454
75111;Paris 11e  Arrondissement;94043;Le Kremlin-Bicêtre;133
75111;Paris 11e  Arrondissement;94046;Maisons-Alfort;104
75111;Paris 11e  Arrondissement;94065;Rungis;124
75111;Paris 11e  Arrondissement;94067;Saint-Mandé;156
75111;Paris 11e  Arrondissement;94068;Saint-Maur-des-Fossés;138
75111;Paris 11e  Arrondissement;94076;Villejuif;137
75111;Paris 11e  Arrondissement;94080;Vincennes;289
75111;Paris 11e  Arrondissement;94081;Vitry-sur-Seine;158
75111;Paris 11e  Arrondissement;95527;Roissy-en-France;423
75112;Paris 12e  Arrondissement;75101;Paris 1er Arrondissement;880
75112;Paris 12e  Arrondissement;75102;Paris 2e  Arrondissement;867
75112;Paris 12e  Arrondissement;75103;Paris 3e  Arrondissement;524
75112;Paris 12e  Arrondissement;75104;Paris 4e  Arrondissement;825
75112;Paris 12e  Arrondissement;75105;Paris 5e  Arrondissement;893
75112;Paris 12e  Arrondissement;75106;Paris 6e  Arrondissement;493
75112;Paris 12e  Arrondissement;75107;Paris 7e  Arrondissement;950
75112;Paris 12e  Arrondissement;75108;Paris 8e  Arrondissement;2076
75112;Paris 12e  Arrondissement;75109;Paris 9e  Arrondissement;1464
75112;Paris 12e  Arrondissement;75110;Paris 10e  Arrondissement;942
75112;Paris 12e  Arrondissement;75111;Paris 11e  Arrondissement;1302
75112;Paris 12e  Arrondissement;75113;Paris 13e  Arrondissement;2248
75112;Paris 12e  Arrondissement;75114;Paris 14e  Arrondissement;934
75112;Paris 12e  Arrondissement;75115;Paris 15e  Arrondissement;1634
75112;Paris 12e  Arrondissement;75116;Paris 16e  Arrondissement;966
75112;Paris 12e  Arrondissement;75117;Paris 17e  Arrondissement;787
75112;Paris 12e  Arrondissement;75118;Paris 18e  Arrondissement;487
75112;Paris 12e  Arrondissement;75119;Paris 19e  Arrondissement;727
75112;Paris 12e  Arrondissement;75120;Paris 20e  Arrondissement;1004
75112;Paris 12e  Arrondissement;77083;Champs-sur-Marne;133
75112;Paris 12e  Arrondissement;77288;Melun;113
75112;Paris 12e  Arrondissement;77296;Moissy-Cramayel;121
75112;Paris 12e  Arrondissement;77337;Noisiel;157
75112;Paris 12e  Arrondissement;78297;Guyancourt;104
75112;Paris 12e  Arrondissement;78640;Vélizy-Villacoublay;206
75112;Paris 12e  Arrondissement;91228;Évry;218
75112;Paris 12e  Arrondissement;91377;Massy;194
75112;Paris 12e  Arrondissement;92002;Antony;112
75112;Paris 12e  Arrondissement;92004;Asnières-sur-Seine;137
75112;Paris 12e  Arrondissement;92009;Bois-Colombes;131
75112;Paris 12e  Arrondissement;92012;Boulogne-Billancourt;947
75112;Paris 12e  Arrondissement;92024;Clichy;254
75112;Paris 12e  Arrondissement;92025;Colombes;148
75112;Paris 12e  Arrondissement;92026;Courbevoie;1426
75112;Paris 12e  Arrondissement;92036;Gennevilliers;209
75112;Paris 12e  Arrondissement;92040;Issy-les-Moulineaux;829
75112;Paris 12e  Arrondissement;92044;Levallois-Perret;621
75112;Paris 12e  Arrondissement;92046;Malakoff;159
75112;Paris 12e  Arrondissement;92048;Meudon;104
75112;Paris 12e  Arrondissement;92049;Montrouge;273
75112;Paris 12e  Arrondissement;92050;Nanterre;730
75112;Paris 12e  Arrondissement;92051;Neuilly-sur-Seine;514
75112;Paris 12e  Arrondissement;92062;Puteaux;1165
75112;Paris 12e  Arrondissement;92063;Rueil-Malmaison;433
75112;Paris 12e  Arrondissement;92064;Saint-Cloud;101
75112;Paris 12e  Arrondissement;92073;Suresnes;267
75112;Paris 12e  Arrondissement;93001;Aubervilliers;196
75112;Paris 12e  Arrondissement;93005;Aulnay-sous-Bois;101
75112;Paris 12e  Arrondissement;93006;Bagnolet;154
75112;Paris 12e  Arrondissement;93008;Bobigny;168
75112;Paris 12e  Arrondissement;93048;Montreuil;1102
75112;Paris 12e  Arrondissement;93051;Noisy-le-Grand;363
75112;Paris 12e  Arrondissement;93055;Pantin;326
75112;Paris 12e  Arrondissement;93066;Saint-Denis;1023
75112;Paris 12e  Arrondissement;93070;Saint-Ouen;290
75112;Paris 12e  Arrondissement;94002;Alfortville;113
75112;Paris 12e  Arrondissement;94003;Arcueil;186
75112;Paris 12e  Arrondissement;94017;Champigny-sur-Marne;154
75112;Paris 12e  Arrondissement;94018;Charenton-le-Pont;354
75112;Paris 12e  Arrondissement;94028;Créteil;793
75112;Paris 12e  Arrondissement;94033;Fontenay-sous-Bois;323
75112;Paris 12e  Arrondissement;94041;Ivry-sur-Seine;505
75112;Paris 12e  Arrondissement;94043;Le Kremlin-Bicêtre;159
75112;Paris 12e  Arrondissement;94046;Maisons-Alfort;188
75112;Paris 12e  Arrondissement;94054;Orly;128
75112;Paris 12e  Arrondissement;94065;Rungis;222
75112;Paris 12e  Arrondissement;94067;Saint-Mandé;257
